Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number,,,,NAME,AGE,SALARY,GENDER,DEPARTMENT,POSITION,JOINING DATE,PERFORMANCE SCORE,EMAIL,PHONE NUMBER,
 frank ,thirty,SIXTY THOUSAND,Female,HR,Assistant,2019.12.01,B,nan, ,,,,Frank,30,60000,Female,HR,Assistant,12/1/2019,B,,,
 bob ,35,50000,Male,Marketing,Clerk,5-Apr-18,C,nan,098-765-4321,,,,Bob,35,50000,Male,Marketing,Clerk,4/5/2018,C,,098-765-4321,
 hannah ,50,50000,Male,Finance,Assistant,2/20/2020,B,user@domain.com,555-555-5555,,,,Hannah,50,50000,Male,Finance,Assistant,2/20/2020,B,user@domain.com,555-555-5555,
 hannah ,40,65000,Other,IT,Manager,5-Apr-18,B,email@example.com,nan,,,,Hannah,40,65000,Other,IT,Manager,4/5/2018,B,email@example.com,,
 alice ,25, NAN ,Female,Finance,Clerk,1/15/2020,B,user@domain.com,123-456-7890,,,,Alice,25,  ,Female,Finance,Clerk,1/15/2020,B,user@domain.com,123-456-7890,
 charlie ,35,50000,Male,Finance,Assistant,1/15/2020,F,user@domain.com,555-555-5555,,,,Charlie,35,50000,Male,Finance,Assistant,1/15/2020,F,user@domain.com,555-555-5555,
 jack ,35, NAN ,Male,Sales,Director,2/20/2020,D,user@domain.com,555-555-5555,,,,Jack,35,  ,Male,Sales,Director,2/20/2020,D,user@domain.com,555-555-5555,
 ivy ,nan, NAN ,Female,Sales,Director,2019.12.01,D,user@domain.com, ,,,,Ivy,,  ,Female,Sales,Director,12/1/2019,D,user@domain.com,,
 eve ,thirty,65000,Other,Sales,Manager,5-Apr-18,D,nan,555-555-5555,,,,Eve,30,65000,Other,Sales,Manager,4/5/2018,D,,555-555-5555,
 frank ,35,65000,Female,IT,Clerk,5-Apr-18,F,email@example.com, ,,,,Frank,35,65000,Female,IT,Clerk,4/5/2018,F,email@example.com,,
 david ,35,65000,Female,Finance,Analyst,2/20/2020,C,user@domain.com,123-456-7890,,,,David,35,65000,Female,Finance,Analyst,2/20/2020,C,user@domain.com,123-456-7890,
 jack ,40,50000,Male,HR,Clerk,2/20/2020,B,nan,123-456-7890,,,,Jack,40,50000,Male,HR,Clerk,2/20/2020,B,,123-456-7890,
 bob ,40,65000,Male,Marketing,Director,1/15/2020,C,user@domain.com,nan,,,,Bob,40,65000,Male,Marketing,Director,1/15/2020,C,user@domain.com,,
 hannah ,50,50000,Other,Sales,Assistant,3/25/2019,F,name@company.org, ,,,,Hannah,50,50000,Other,Sales,Assistant,3/25/2019,F,name@company.org,,
 frank ,25,65000,Male,Sales,Analyst,2/20/2020,D,user@domain.com, ,,,,Frank,25,65000,Male,Sales,Analyst,2/20/2020,D,user@domain.com,,
 eve ,nan,70000,Male,Finance,Manager,3/25/2019,B,user@domain.com,098-765-4321,,,,Eve,,70000,Male,Finance,Manager,3/25/2019,B,user@domain.com,098-765-4321,
 ivy ,25, NAN ,Female,Finance,Analyst,2/20/2020,A,,098-765-4321,,,,Ivy,25,  ,Female,Finance,Analyst,2/20/2020,A,,098-765-4321,
 alice ,50,65000,Male,IT,Manager,2019.12.01,A,name@company.org,nan,,,,Alice,50,65000,Male,IT,Manager,12/1/2019,A,name@company.org,,
 eve ,40,55000,Other,IT,Analyst,2019.12.01,C,email@example.com,123-456-7890,,,,Eve,40,55000,Other,IT,Analyst,12/1/2019,C,email@example.com,123-456-7890,
 frank ,thirty, NAN ,Female,Sales,Manager,1/15/2020,D,user@domain.com,098-765-4321,,,,Frank,30,  ,Female,Sales,Manager,1/15/2020,D,user@domain.com,098-765-4321,
 eve ,40, NAN ,Other,Finance,Manager,1/15/2020,A,email@example.com,555-555-5555,,,,Eve,40,  ,Other,Finance,Manager,1/15/2020,A,email@example.com,555-555-5555,
 frank ,nan,65000,Female,HR,Analyst,3/25/2019,C,name@company.org,123-456-7890,,,,Frank,,65000,Female,HR,Analyst,3/25/2019,C,name@company.org,123-456-7890,
 frank ,40,SIXTY THOUSAND,Male,Marketing,Analyst,2/20/2020,F,user@domain.com,555-555-5555,,,,Frank,40,60000,Male,Marketing,Analyst,2/20/2020,F,user@domain.com,555-555-5555,
 grace ,nan,65000,Female,Finance,Manager,5-Apr-18,C,, ,,,,Grace,,65000,Female,Finance,Manager,4/5/2018,C,,,
 david ,nan, NAN ,Female,Finance,Director,1/15/2020,C,nan,123-456-7890,,,,David,,  ,Female,Finance,Director,1/15/2020,C,,123-456-7890,
 hannah ,nan,55000,Male,IT,Analyst,5-Apr-18,C,,nan,,,,Hannah,,55000,Male,IT,Analyst,4/5/2018,C,,,
 grace ,50, NAN ,Male,Marketing,Clerk,5-Apr-18,B,, ,,,,Grace,50,  ,Male,Marketing,Clerk,4/5/2018,B,,,
 ivy ,nan,55000,Other,Sales,Assistant,2/20/2020,C,nan, ,,,,Ivy,,55000,Other,Sales,Assistant,2/20/2020,C,,,
 grace ,nan,50000,Other,Finance,Manager,3/25/2019,C,nan,555-555-5555,,,,Grace,,50000,Other,Finance,Manager,3/25/2019,C,,555-555-5555,
 charlie ,thirty,70000,Male,Sales,Manager,2/20/2020,B,nan, ,,,,Charlie,30,70000,Male,Sales,Manager,2/20/2020,B,,,
 charlie ,25, NAN ,Male,Finance,Assistant,1/15/2020,B,user@domain.com,098-765-4321,,,,Charlie,25,  ,Male,Finance,Assistant,1/15/2020,B,user@domain.com,098-765-4321,
 hannah ,35,65000,Male,Sales,Director,5-Apr-18,F,email@example.com,123-456-7890,,,,Hannah,35,65000,Male,Sales,Director,4/5/2018,F,email@example.com,123-456-7890,
 eve ,25,50000,Female,Marketing,Assistant,2/20/2020,D,email@example.com,098-765-4321,,,,Eve,25,50000,Female,Marketing,Assistant,2/20/2020,D,email@example.com,098-765-4321,
 david ,nan,70000,Female,IT,Analyst,2/20/2020,A,nan,555-555-5555,,,,David,,70000,Female,IT,Analyst,2/20/2020,A,,555-555-5555,
 hannah ,thirty,65000,Female,Marketing,Assistant,2/20/2020,A,,555-555-5555,,,,Hannah,30,65000,Female,Marketing,Assistant,2/20/2020,A,,555-555-5555,
 frank ,40,SIXTY THOUSAND,Male,HR,Manager,1/15/2020,C,name@company.org,123-456-7890,,,,Frank,40,60000,Male,HR,Manager,1/15/2020,C,name@company.org,123-456-7890,
 bob ,thirty,65000,Other,IT,Assistant,3/25/2019,F,nan, ,,,,Bob,30,65000,Other,IT,Assistant,3/25/2019,F,,,
 david ,nan,55000,Male,Marketing,Clerk,2/20/2020,C,,nan,,,,David,,55000,Male,Marketing,Clerk,2/20/2020,C,,,
 david ,thirty,55000,Female,HR,Analyst,1/15/2020,A,,555-555-5555,,,,David,30,55000,Female,HR,Analyst,1/15/2020,A,,555-555-5555,
 frank ,thirty,SIXTY THOUSAND,Female,Finance,Assistant,5-Apr-18,B,user@domain.com,123-456-7890,,,,Frank,30,60000,Female,Finance,Assistant,4/5/2018,B,user@domain.com,123-456-7890,
 frank ,nan,50000,Male,Finance,Manager,2019.12.01,D,user@domain.com,nan,,,,Frank,,50000,Male,Finance,Manager,12/1/2019,D,user@domain.com,,
 alice ,50,70000,Male,Sales,Analyst,1/15/2020,F,email@example.com, ,,,,Alice,50,70000,Male,Sales,Analyst,1/15/2020,F,email@example.com,,
 hannah ,thirty,65000,Female,IT,Manager,2019.12.01,B,email@example.com,555-555-5555,,,,Hannah,30,65000,Female,IT,Manager,12/1/2019,B,email@example.com,555-555-5555,
 frank ,35,55000,Female,Finance,Director,2/20/2020,D,name@company.org,123-456-7890,,,,Frank,35,55000,Female,Finance,Director,2/20/2020,D,name@company.org,123-456-7890,
 charlie ,35,50000,Female,IT,Clerk,2/20/2020,F,name@company.org,123-456-7890,,,,Charlie,35,50000,Female,IT,Clerk,2/20/2020,F,name@company.org,123-456-7890,
 ivy ,thirty,SIXTY THOUSAND,Male,Finance,Director,1/15/2020,F,name@company.org,123-456-7890,,,,Ivy,30,60000,Male,Finance,Director,1/15/2020,F,name@company.org,123-456-7890,
 bob ,50, NAN ,Female,Sales,Clerk,2019.12.01,A,name@company.org,555-555-5555,,,,Bob,50,  ,Female,Sales,Clerk,12/1/2019,A,name@company.org,555-555-5555,
 hannah ,40,55000,Female,Marketing,Assistant,2/20/2020,B,,nan,,,,Hannah,40,55000,Female,Marketing,Assistant,2/20/2020,B,,,
 jack ,nan,SIXTY THOUSAND,Other,Sales,Analyst,5-Apr-18,F,,123-456-7890,,,,Jack,,60000,Other,Sales,Analyst,4/5/2018,F,,123-456-7890,
 charlie ,35,65000,Male,HR,Assistant,3/25/2019,F,email@example.com, ,,,,Charlie,35,65000,Male,HR,Assistant,3/25/2019,F,email@example.com,,
 eve ,40,70000,Other,Finance,Clerk,3/25/2019,D,user@domain.com,123-456-7890,,,,Eve,40,70000,Other,Finance,Clerk,3/25/2019,D,user@domain.com,123-456-7890,
 frank ,thirty,55000,Other,HR,Clerk,2/20/2020,A,user@domain.com,nan,,,,Frank,30,55000,Other,HR,Clerk,2/20/2020,A,user@domain.com,,
 jack ,40,55000,Female,HR,Clerk,2019.12.01,C,nan,555-555-5555,,,,Jack,40,55000,Female,HR,Clerk,12/1/2019,C,,555-555-5555,
 frank ,25,65000,Male,IT,Manager,2/20/2020,A,,123-456-7890,,,,Frank,25,65000,Male,IT,Manager,2/20/2020,A,,123-456-7890,
 david ,35, NAN ,Female,Finance,Analyst,2019.12.01,C,name@company.org,123-456-7890,,,,David,35,  ,Female,Finance,Analyst,12/1/2019,C,name@company.org,123-456-7890,
 charlie ,thirty,50000,Male,HR,Assistant,5-Apr-18,B,name@company.org, ,,,,Charlie,30,50000,Male,HR,Assistant,4/5/2018,B,name@company.org,,
 david ,nan,70000,Other,Marketing,Assistant,2019.12.01,B,nan, ,,,,David,,70000,Other,Marketing,Assistant,12/1/2019,B,,,
 alice ,50,55000,Male,HR,Director,2/20/2020,F,user@domain.com,123-456-7890,,,,Alice,50,55000,Male,HR,Director,2/20/2020,F,user@domain.com,123-456-7890,
 david ,thirty,70000,Female,Marketing,Clerk,5-Apr-18,B,name@company.org,123-456-7890,,,,David,30,70000,Female,Marketing,Clerk,4/5/2018,B,name@company.org,123-456-7890,
 alice ,nan,55000,Female,IT,Clerk,1/15/2020,F,user@domain.com, ,,,,Alice,,55000,Female,IT,Clerk,1/15/2020,F,user@domain.com,,
 alice ,50,70000,Female,HR,Clerk,3/25/2019,A,nan,nan,,,,Alice,50,70000,Female,HR,Clerk,3/25/2019,A,,,
 jack ,50,SIXTY THOUSAND,Male,Sales,Assistant,2/20/2020,B,user@domain.com,098-765-4321,,,,Jack,50,60000,Male,Sales,Assistant,2/20/2020,B,user@domain.com,098-765-4321,
 frank ,thirty,55000,Other,IT,Director,2/20/2020,A,user@domain.com,098-765-4321,,,,Frank,30,55000,Other,IT,Director,2/20/2020,A,user@domain.com,098-765-4321,
 eve ,40,70000,Other,Marketing,Manager,2/20/2020,A,user@domain.com,123-456-7890,,,,Eve,40,70000,Other,Marketing,Manager,2/20/2020,A,user@domain.com,123-456-7890,
 david ,40,50000,Male,IT,Analyst,5-Apr-18,B,name@company.org, ,,,,David,40,50000,Male,IT,Analyst,4/5/2018,B,name@company.org,,
 charlie ,50,SIXTY THOUSAND,Female,HR,Manager,1/15/2020,A,email@example.com,555-555-5555,,,,Charlie,50,60000,Female,HR,Manager,1/15/2020,A,email@example.com,555-555-5555,
 alice ,40,SIXTY THOUSAND,Other,Finance,Assistant,2019.12.01,B,,555-555-5555,,,,Alice,40,60000,Other,Finance,Assistant,12/1/2019,B,,555-555-5555,
 frank ,25,50000,Female,Finance,Clerk,1/15/2020,B,user@domain.com,098-765-4321,,,,Frank,25,50000,Female,Finance,Clerk,1/15/2020,B,user@domain.com,098-765-4321,
 bob ,50,70000,Male,Marketing,Analyst,5-Apr-18,B,user@domain.com,nan,,,,Bob,50,70000,Male,Marketing,Analyst,4/5/2018,B,user@domain.com,,
 hannah ,50,65000,Female,Marketing,Assistant,2/20/2020,C,user@domain.com,098-765-4321,,,,Hannah,50,65000,Female,Marketing,Assistant,2/20/2020,C,user@domain.com,098-765-4321,
 jack ,nan,50000,Other,Finance,Assistant,3/25/2019,A,email@example.com,123-456-7890,,,,Jack,,50000,Other,Finance,Assistant,3/25/2019,A,email@example.com,123-456-7890,
 eve ,40,70000,Other,Marketing,Assistant,2/20/2020,D,nan,nan,,,,Eve,40,70000,Other,Marketing,Assistant,2/20/2020,D,,,
 grace ,50,50000,Female,IT,Analyst,2019.12.01,B,name@company.org,555-555-5555,,,,Grace,50,50000,Female,IT,Analyst,12/1/2019,B,name@company.org,555-555-5555,
 jack ,25,50000,Male,Sales,Analyst,3/25/2019,A,email@example.com, ,,,,Jack,25,50000,Male,Sales,Analyst,3/25/2019,A,email@example.com,,
 bob ,nan,55000,Female,Sales,Director,2/20/2020,F,user@domain.com, ,,,,Bob,,55000,Female,Sales,Director,2/20/2020,F,user@domain.com,,
 hannah ,thirty,70000,Male,IT,Director,3/25/2019,B,email@example.com,123-456-7890,,,,Hannah,30,70000,Male,IT,Director,3/25/2019,B,email@example.com,123-456-7890,
 bob ,50,65000,Female,Sales,Manager,1/15/2020,B,email@example.com,098-765-4321,,,,Bob,50,65000,Female,Sales,Manager,1/15/2020,B,email@example.com,098-765-4321,
 david ,25,55000,Other,HR,Analyst,5-Apr-18,D,email@example.com,123-456-7890,,,,David,25,55000,Other,HR,Analyst,4/5/2018,D,email@example.com,123-456-7890,
 alice ,35,50000,Male,IT,Analyst,2/20/2020,C,nan, ,,,,Alice,35,50000,Male,IT,Analyst,2/20/2020,C,,,
 eve ,25, NAN ,Male,Marketing,Analyst,2019.12.01,C,,555-555-5555,,,,Eve,25,  ,Male,Marketing,Analyst,12/1/2019,C,,555-555-5555,
 ivy ,25,50000,Male,IT,Director,1/15/2020,B,name@company.org, ,,,,Ivy,25,50000,Male,IT,Director,1/15/2020,B,name@company.org,,
 alice ,nan,50000,Other,Finance,Assistant,2/20/2020,A,nan,nan,,,,Alice,,50000,Other,Finance,Assistant,2/20/2020,A,,,
 ivy ,thirty,70000,Female,Marketing,Clerk,1/15/2020,F,nan, ,,,,Ivy,30,70000,Female,Marketing,Clerk,1/15/2020,F,,,
 hannah ,35,70000,Other,Finance,Director,2019.12.01,F,, ,,,,Hannah,35,70000,Other,Finance,Director,12/1/2019,F,,,
 frank ,40,55000,Male,Marketing,Analyst,2/20/2020,A,nan,nan,,,,Frank,40,55000,Male,Marketing,Analyst,2/20/2020,A,,,
 grace ,40,65000,Female,Sales,Director,2019.12.01,B,email@example.com,098-765-4321,,,,Grace,40,65000,Female,Sales,Director,12/1/2019,B,email@example.com,098-765-4321,
 charlie ,25,55000,Other,IT,Manager,3/25/2019,F,email@example.com, ,,,,Charlie,25,55000,Other,IT,Manager,3/25/2019,F,email@example.com,,
 alice ,nan,SIXTY THOUSAND,Male,HR,Analyst,2019.12.01,C,user@domain.com,123-456-7890,,,,Alice,,60000,Male,HR,Analyst,12/1/2019,C,user@domain.com,123-456-7890,
 eve ,nan,50000,Male,Marketing,Manager,3/25/2019,A,nan, ,,,,Eve,,50000,Male,Marketing,Manager,3/25/2019,A,,,
 bob ,40, NAN ,Other,Marketing,Analyst,2/20/2020,D,user@domain.com,123-456-7890,,,,Bob,40,  ,Other,Marketing,Analyst,2/20/2020,D,user@domain.com,123-456-7890,
 eve ,35,50000,Other,Finance,Director,3/25/2019,B,name@company.org,nan,,,,Eve,35,50000,Other,Finance,Director,3/25/2019,B,name@company.org,,
 hannah ,thirty,50000,Other,Sales,Assistant,2/20/2020,A,email@example.com, ,,,,Hannah,30,50000,Other,Sales,Assistant,2/20/2020,A,email@example.com,,
 ivy ,35,55000,Male,Finance,Clerk,2/20/2020,F,name@company.org,nan,,,,Ivy,35,55000,Male,Finance,Clerk,2/20/2020,F,name@company.org,,
 bob ,50, NAN ,Other,Finance,Manager,5-Apr-18,B,,nan,,,,Bob,50,  ,Other,Finance,Manager,4/5/2018,B,,,
 charlie ,50, NAN ,Male,Sales,Director,2/20/2020,C,email@example.com,098-765-4321,,,,Charlie,50,  ,Male,Sales,Director,2/20/2020,C,email@example.com,098-765-4321,
 charlie ,thirty, NAN ,Other,HR,Assistant,3/25/2019,B,name@company.org, ,,,,Charlie,30,  ,Other,HR,Assistant,3/25/2019,B,name@company.org,,
 alice ,40,55000,Male,Finance,Director,5-Apr-18,B,,123-456-7890,,,,Alice,40,55000,Male,Finance,Director,4/5/2018,B,,123-456-7890,
 hannah ,thirty,50000,Male,Finance,Manager,5-Apr-18,C,name@company.org,123-456-7890,,,,Hannah,30,50000,Male,Finance,Manager,4/5/2018,C,name@company.org,123-456-7890,
 frank ,nan,55000,Female,Marketing,Clerk,2/20/2020,C,, ,,,,Frank,,55000,Female,Marketing,Clerk,2/20/2020,C,,,
 hannah ,50,70000,Other,Sales,Director,2019.12.01,B,,098-765-4321,,,,Hannah,50,70000,Other,Sales,Director,12/1/2019,B,,098-765-4321,
 ivy ,25,70000,Other,IT,Analyst,2019.12.01,C,email@example.com,098-765-4321,,,,Ivy,25,70000,Other,IT,Analyst,12/1/2019,C,email@example.com,098-765-4321,
 eve ,25,55000,Male,HR,Assistant,5-Apr-18,A,user@domain.com,098-765-4321,,,,Eve,25,55000,Male,HR,Assistant,4/5/2018,A,user@domain.com,098-765-4321,
 charlie ,40, NAN ,Male,HR,Director,2/20/2020,C,,123-456-7890,,,,Charlie,40,  ,Male,HR,Director,2/20/2020,C,,123-456-7890,
 eve ,nan,50000,Male,Sales,Assistant,2019.12.01,C,,nan,,,,Eve,,50000,Male,Sales,Assistant,12/1/2019,C,,,
 eve ,35,55000,Female,Marketing,Analyst,2/20/2020,B,email@example.com,098-765-4321,,,,Eve,35,55000,Female,Marketing,Analyst,2/20/2020,B,email@example.com,098-765-4321,
 eve ,nan,55000,Female,Marketing,Clerk,2/20/2020,A,user@domain.com,123-456-7890,,,,Eve,,55000,Female,Marketing,Clerk,2/20/2020,A,user@domain.com,123-456-7890,
 charlie ,25,55000,Male,Sales,Clerk,5-Apr-18,D,nan,123-456-7890,,,,Charlie,25,55000,Male,Sales,Clerk,4/5/2018,D,,123-456-7890,
 jack ,25,SIXTY THOUSAND,Other,Marketing,Analyst,5-Apr-18,D,nan,nan,,,,Jack,25,60000,Other,Marketing,Analyst,4/5/2018,D,,,
 david ,50,70000,Other,HR,Assistant,1/15/2020,F,user@domain.com, ,,,,David,50,70000,Other,HR,Assistant,1/15/2020,F,user@domain.com,,
 ivy ,nan, NAN ,Female,HR,Director,2019.12.01,C,name@company.org, ,,,,Ivy,,  ,Female,HR,Director,12/1/2019,C,name@company.org,,
 jack ,nan,65000,Female,IT,Analyst,2019.12.01,C,email@example.com,098-765-4321,,,,Jack,,65000,Female,IT,Analyst,12/1/2019,C,email@example.com,098-765-4321,
 ivy ,25, NAN ,Male,Sales,Manager,2019.12.01,A,user@domain.com,098-765-4321,,,,Ivy,25,  ,Male,Sales,Manager,12/1/2019,A,user@domain.com,098-765-4321,
 bob ,35,65000,Other,Finance,Assistant,3/25/2019,D,nan,nan,,,,Bob,35,65000,Other,Finance,Assistant,3/25/2019,D,,,
 hannah ,40,SIXTY THOUSAND,Male,Finance,Clerk,2/20/2020,F,,098-765-4321,,,,Hannah,40,60000,Male,Finance,Clerk,2/20/2020,F,,098-765-4321,
 hannah ,40,55000,Female,IT,Analyst,5-Apr-18,A,nan,nan,,,,Hannah,40,55000,Female,IT,Analyst,4/5/2018,A,,,
 grace ,nan,SIXTY THOUSAND,Other,IT,Clerk,2019.12.01,C,,123-456-7890,,,,Grace,,60000,Other,IT,Clerk,12/1/2019,C,,123-456-7890,
 hannah ,40,SIXTY THOUSAND,Other,Marketing,Assistant,1/15/2020,D,email@example.com,098-765-4321,,,,Hannah,40,60000,Other,Marketing,Assistant,1/15/2020,D,email@example.com,098-765-4321,
 charlie ,25,50000,Female,IT,Clerk,2019.12.01,F,,123-456-7890,,,,Charlie,25,50000,Female,IT,Clerk,12/1/2019,F,,123-456-7890,
 frank ,25,70000,Male,IT,Analyst,2/20/2020,B,user@domain.com,555-555-5555,,,,Frank,25,70000,Male,IT,Analyst,2/20/2020,B,user@domain.com,555-555-5555,
 alice ,nan,65000,Male,Finance,Assistant,2/20/2020,D,,nan,,,,Alice,,65000,Male,Finance,Assistant,2/20/2020,D,,,
 grace ,nan,55000,Other,Marketing,Manager,5-Apr-18,F,name@company.org,555-555-5555,,,,Grace,,55000,Other,Marketing,Manager,4/5/2018,F,name@company.org,555-555-5555,
 alice ,50,65000,Female,IT,Analyst,3/25/2019,A,user@domain.com,098-765-4321,,,,Alice,50,65000,Female,IT,Analyst,3/25/2019,A,user@domain.com,098-765-4321,
 ivy ,nan, NAN ,Other,IT,Director,5-Apr-18,B,email@example.com,123-456-7890,,,,Ivy,,  ,Other,IT,Director,4/5/2018,B,email@example.com,123-456-7890,
 alice ,35,65000,Female,Marketing,Analyst,2019.12.01,F,user@domain.com,098-765-4321,,,,Alice,35,65000,Female,Marketing,Analyst,12/1/2019,F,user@domain.com,098-765-4321,
 alice ,40, NAN ,Male,Sales,Assistant,1/15/2020,F,name@company.org,555-555-5555,,,,Alice,40,  ,Male,Sales,Assistant,1/15/2020,F,name@company.org,555-555-5555,
 grace ,nan,70000,Female,Marketing,Analyst,5-Apr-18,C,email@example.com,098-765-4321,,,,Grace,,70000,Female,Marketing,Analyst,4/5/2018,C,email@example.com,098-765-4321,
 bob ,thirty, NAN ,Male,Finance,Manager,3/25/2019,D,nan, ,,,,Bob,30,  ,Male,Finance,Manager,3/25/2019,D,,,
 eve ,50,65000,Female,Sales,Manager,5-Apr-18,C,name@company.org,555-555-5555,,,,Eve,50,65000,Female,Sales,Manager,4/5/2018,C,name@company.org,555-555-5555,
 hannah ,thirty,65000,Other,HR,Director,2/20/2020,B,email@example.com,098-765-4321,,,,Hannah,30,65000,Other,HR,Director,2/20/2020,B,email@example.com,098-765-4321,
 hannah ,25, NAN ,Male,Marketing,Clerk,2019.12.01,F,,123-456-7890,,,,Hannah,25,  ,Male,Marketing,Clerk,12/1/2019,F,,123-456-7890,
 charlie ,40,SIXTY THOUSAND,Other,Finance,Assistant,2019.12.01,C,user@domain.com,098-765-4321,,,,Charlie,40,60000,Other,Finance,Assistant,12/1/2019,C,user@domain.com,098-765-4321,
 grace ,nan,70000,Other,Sales,Assistant,2019.12.01,D,email@example.com,123-456-7890,,,,Grace,,70000,Other,Sales,Assistant,12/1/2019,D,email@example.com,123-456-7890,
 charlie ,thirty,50000,Male,Marketing,Clerk,2019.12.01,B,user@domain.com, ,,,,Charlie,30,50000,Male,Marketing,Clerk,12/1/2019,B,user@domain.com,,
 frank ,40,55000,Male,IT,Manager,2019.12.01,A,,098-765-4321,,,,Frank,40,55000,Male,IT,Manager,12/1/2019,A,,098-765-4321,
 frank ,25,65000,Other,Marketing,Manager,2019.12.01,C,email@example.com, ,,,,Frank,25,65000,Other,Marketing,Manager,12/1/2019,C,email@example.com,,
 charlie ,35,55000,Other,HR,Analyst,1/15/2020,B,nan,555-555-5555,,,,Charlie,35,55000,Other,HR,Analyst,1/15/2020,B,,555-555-5555,
 grace ,50,50000,Other,Marketing,Director,3/25/2019,A,name@company.org,123-456-7890,,,,Grace,50,50000,Other,Marketing,Director,3/25/2019,A,name@company.org,123-456-7890,
 charlie ,40,55000,Other,Sales,Director,2019.12.01,C,email@example.com,555-555-5555,,,,Charlie,40,55000,Other,Sales,Director,12/1/2019,C,email@example.com,555-555-5555,
 hannah ,40,50000,Male,Sales,Director,3/25/2019,B,,123-456-7890,,,,Hannah,40,50000,Male,Sales,Director,3/25/2019,B,,123-456-7890,
 jack ,35, NAN ,Male,Marketing,Analyst,2019.12.01,B,email@example.com, ,,,,Jack,35,  ,Male,Marketing,Analyst,12/1/2019,B,email@example.com,,
 david ,40,SIXTY THOUSAND,Other,Sales,Director,5-Apr-18,C,user@domain.com,nan,,,,David,40,60000,Other,Sales,Director,4/5/2018,C,user@domain.com,,
 alice ,25,65000,Female,IT,Clerk,2019.12.01,B,email@example.com,098-765-4321,,,,Alice,25,65000,Female,IT,Clerk,12/1/2019,B,email@example.com,098-765-4321,
 david ,25,50000,Female,Marketing,Analyst,2/20/2020,F,nan, ,,,,David,25,50000,Female,Marketing,Analyst,2/20/2020,F,,,
 grace ,35,55000,Male,IT,Clerk,1/15/2020,C,email@example.com,123-456-7890,,,,Grace,35,55000,Male,IT,Clerk,1/15/2020,C,email@example.com,123-456-7890,
 david ,50,65000,Other,IT,Analyst,5-Apr-18,B,name@company.org,123-456-7890,,,,David,50,65000,Other,IT,Analyst,4/5/2018,B,name@company.org,123-456-7890,
 frank ,nan,SIXTY THOUSAND,Other,Finance,Director,5-Apr-18,A,email@example.com,123-456-7890,,,,Frank,,60000,Other,Finance,Director,4/5/2018,A,email@example.com,123-456-7890,
 ivy ,thirty, NAN ,Male,Marketing,Clerk,2/20/2020,A,user@domain.com,123-456-7890,,,,Ivy,30,  ,Male,Marketing,Clerk,2/20/2020,A,user@domain.com,123-456-7890,
 alice ,nan,65000,Female,Sales,Clerk,2019.12.01,F,email@example.com,098-765-4321,,,,Alice,,65000,Female,Sales,Clerk,12/1/2019,F,email@example.com,098-765-4321,
 eve ,40,50000,Female,IT,Clerk,1/15/2020,C,nan,555-555-5555,,,,Eve,40,50000,Female,IT,Clerk,1/15/2020,C,,555-555-5555,
 grace ,thirty,SIXTY THOUSAND,Female,Finance,Analyst,5-Apr-18,B,,nan,,,,Grace,30,60000,Female,Finance,Analyst,4/5/2018,B,,,
 alice ,35,55000,Male,Marketing,Assistant,1/15/2020,B,email@example.com,098-765-4321,,,,Alice,35,55000,Male,Marketing,Assistant,1/15/2020,B,email@example.com,098-765-4321,
 david ,35,SIXTY THOUSAND,Female,Marketing,Director,5-Apr-18,A,email@example.com,123-456-7890,,,,David,35,60000,Female,Marketing,Director,4/5/2018,A,email@example.com,123-456-7890,
 frank ,50,SIXTY THOUSAND,Male,HR,Clerk,2019.12.01,F,name@company.org,098-765-4321,,,,Frank,50,60000,Male,HR,Clerk,12/1/2019,F,name@company.org,098-765-4321,
 bob ,thirty,70000,Male,HR,Assistant,5-Apr-18,A,nan, ,,,,Bob,30,70000,Male,HR,Assistant,4/5/2018,A,,,
 jack ,25,SIXTY THOUSAND,Other,IT,Director,5-Apr-18,A,,123-456-7890,,,,Jack,25,60000,Other,IT,Director,4/5/2018,A,,123-456-7890,
 eve ,thirty,SIXTY THOUSAND,Female,HR,Director,3/25/2019,F,user@domain.com,nan,,,,Eve,30,60000,Female,HR,Director,3/25/2019,F,user@domain.com,,
 jack ,40,65000,Male,IT,Clerk,2019.12.01,C,email@example.com,123-456-7890,,,,Jack,40,65000,Male,IT,Clerk,12/1/2019,C,email@example.com,123-456-7890,
 alice ,25,55000,Female,Sales,Clerk,2/20/2020,B,,nan,,,,Alice,25,55000,Female,Sales,Clerk,2/20/2020,B,,,
 frank ,35,65000,Female,IT,Analyst,2/20/2020,C,user@domain.com,nan,,,,Frank,35,65000,Female,IT,Analyst,2/20/2020,C,user@domain.com,,
 frank ,thirty,65000,Other,HR,Assistant,2019.12.01,D,nan,555-555-5555,,,,Frank,30,65000,Other,HR,Assistant,12/1/2019,D,,555-555-5555,
 david ,nan,50000,Female,Sales,Assistant,2/20/2020,D,nan,555-555-5555,,,,David,,50000,Female,Sales,Assistant,2/20/2020,D,,555-555-5555,
 hannah ,50,65000,Other,HR,Clerk,2019.12.01,D,,098-765-4321,,,,Hannah,50,65000,Other,HR,Clerk,12/1/2019,D,,098-765-4321,
